iter	RMSE
684	47482.49585
685	47481.92668
686	47481.17655
687	47479.88104
688	47478.18115
689	47476.85601
690	47474.15578
691	47473.11659
692	47471.28412
693	47467.3985
694	47466.08252
695	47465.17552
696	47463.3364
697	47462.32181
698	47460.41865
699	47459.04179
700	47457.59978
701	47456.20325
702	47454.43518
703	47452.21097
704	47448.58557
705	47445.07312
706	47443.76744
707	47442.58085
708	47439.77523
709	47436.17403
710	47434.74888
711	47433.83761
712	47432.98627
713	47431.63713
714	47430.31054
715	47426.46452
716	47425.19078
717	47422.77986
718	47421.90619
719	47421.65841
720	47419.7169
721	47418.55844
722	47417.46715
723	47415.08606
724	47412.65507
725	47409.51177
726	47408.46029
727	47406.82735
728	47403.90366
729	47402.44421
730	47402.00365
731	47400.52005
732	47398.71844
733	47396.90753
734	47393.83224
735	47392.70734
736	47391.22525
737	47389.62931
738	47388.53175
739	47386.35021
740	47385.00639
741	47382.88186
742	47381.12702
743	47379.97196
744	47378.26065
745	47376.27695
746	47371.88781
747	47369.56403
748	47368.58178
749	47368.03973
750	47366.50235
751	47364.11071
752	47362.98987
753	47361.28131
754	47358.8219
755	47358.03239
756	47355.97798
757	47355.20377
758	47353.50962
759	47352.66277
760	47351.47436
761	47350.99605
762	47350.06049
763	47349.29481
764	47347.52697
765	47346.7077
766	47344.75582
767	47342.67531
768	47341.54298
769	47340.09695
770	47337.56046
771	47337.0525
772	47336.25966
773	47335.63356
774	47333.1698
775	47332.56167
776	47332.09893
777	47331.69942
778	47329.34461
779	47327.80249
780	47326.2114
781	47322.89562
782	47321.65202
783	47319.77577
784	47319.00588
785	47318.03427
786	47316.62016
787	47315.21267
788	47313.76374
789	47313.27644
790	47309.92479
791	47307.84714
792	47306.53348
793	47306.18645
794	47303.58121
795	47302.70353
796	47301.77536
797	47301.77509
798	47300.45418
799	47298.92259
800	47298.528
801	47297.80632
802	47297.31764
803	47295.92213
804	47294.38944
805	47293.95945
806	47292.50147
807	47290.96055
808	47290.39388
809	47289.85455
810	47288.77498
811	47286.38296
812	47285.7415
813	47284.98991
814	47284.21937
815	47283.03078
816	47282.24329
817	47280.8149
818	47280.20907
819	47279.12704
820	47278.23157
821	47277.59918
822	47276.23298
823	47274.36784
824	47273.42691
825	47272.51309
826	47271.8467
827	47270.47915
828	47268.7956
829	47267.89485
830	47266.56203
831	47264.52283
832	47261.55954
833	47259.8786
834	47258.38224
835	47256.74227
836	47254.10493
837	47253.56274
838	47252.62047
839	47250.67328
840	47249.30891
841	47248.40129
842	47247.97414
843	47247.40319
844	47246.61119
845	47245.19169
846	47244.69923
847	47241.48885
848	47240.08566
849	47238.96048
850	47238.04082
851	47235.7892
852	47234.50916
853	47232.81893
854	47230.92804
855	47228.66828
856	47228.00044
857	47226.85708
858	47226.15649
859	47225.29594
860	47223.91703
861	47220.10812
862	47218.33402
863	47217.45376
864	47216.65522
865	47216.11779
866	47214.73757
867	47214.25407
868	47212.63854
869	47211.80845
870	47208.49739
871	47207.67784
872	47206.40534
873	47203.93783
874	47202.66005
875	47202.07008
876	47201.62129
877	47200.33306
878	47199.4308
879	47199.06708
880	47198.41838
881	47196.09243
882	47194.47331
883	47193.5226
884	47191.37516
885	47190.71854
886	47184.45604
887	47183.62813
888	47182.50615
889	47181.12253
890	47180.67586
891	47179.69139
892	47175.8216
893	47175.45806
894	47174.68231
895	47173.57284
896	47172.71265
897	47171.80192
898	47171.44292
899	47170.43957
900	47170.29221
901	47168.28706
902	47166.62096
903	47163.49102
904	47159.52122
905	47158.73878
906	47158.14042
907	47153.43869
908	47152.87176
909	47151.95399
910	47150.09852
911	47149.35621
912	47145.72649
913	47143.94581
914	47141.68801
915	47140.43202
916	47139.60975
917	47138.96978
918	47136.90712
919	47135.89986
920	47134.80195
921	47132.66073
922	47132.29021
923	47131.72883
924	47130.13425
925	47129.1722
926	47128.61393
927	47126.43955
928	47126.07834
929	47124.64026
930	47120.42203
931	47119.37205
932	47118.05725
933	47117.41521
934	47117.0985
935	47115.83351
936	47115.37445
937	47114.23978
938	47113.60594
939	47112.45585
940	47111.64953
941	47109.987
942	47108.99835
943	47107.22125
944	47105.98452
945	47105.17093
946	47104.23108
947	47102.17769
948	47101.66678
949	47100.37961
950	47099.22323
951	47097.81193
952	47097.21983
953	47094.94145
954	47093.46648
955	47092.58642
956	47090.42261
957	47089.38682
958	47088.92622
959	47087.9295
960	47087.23312
961	47086.51024
962	47085.87882
963	47083.84868
964	47083.13819
965	47082.75558
966	47081.55227
967	47081.17429
968	47079.07383
969	47078.68764
970	47078.25729
971	47077.237
972	47076.6307
973	47076.026
974	47074.29003
975	47073.44935
976	47072.12166
977	47070.69826
978	47069.9201
979	47069.35902
980	47068.38989
981	47067.19912
982	47065.73891
983	47065.28326
984	47064.61921
985	47063.01892
986	47061.87501
987	47060.51874
988	47059.71757
989	47058.7828
990	47057.88066
991	47056.60026
992	47053.72172
993	47053.05759
994	47052.69914
995	47050.44856
996	47049.10766
997	47046.90016
998	47044.68187
999	47043.54981
