iter	RMSE
355	1166.405582
356	1165.040162
357	1163.445955
358	1162.069563
359	1160.478615
360	1159.585121
361	1158.346528
362	1156.673073
363	1155.618617
364	1154.562892
365	1153.604797
366	1152.048128
367	1151.113369
368	1150.061118
369	1148.966909
370	1147.546083
371	1146.65524
372	1144.651618
373	1143.109779
374	1142.237352
375	1141.14022
376	1140.481549
377	1138.794971
378	1136.86025
379	1135.758846
380	1133.836393
381	1132.885725
382	1131.85728
383	1130.841493
384	1130.070472
385	1128.047607
386	1125.792655
387	1125.019681
388	1123.643217
389	1121.554408
390	1119.187192
391	1118.193739
392	1117.236428
393	1116.529628
394	1114.819036
395	1113.879009
396	1111.610299
397	1110.532964
398	1108.622007
399	1106.821874
400	1106.054107
401	1105.31343
402	1104.419606
403	1103.578409
404	1102.293081
405	1101.326552
406	1100.462002
407	1099.442302
408	1098.493672
409	1097.375075
410	1096.090521
411	1094.713696
412	1092.499351
413	1091.77338
414	1089.310793
415	1088.421892
416	1087.442864
417	1086.084071
418	1085.141697
419	1083.477663
420	1081.528471
421	1079.436244
422	1078.815969
423	1077.349118
424	1076.273033
425	1074.018227
426	1073.118167
427	1071.433293
428	1069.510444
429	1068.848982
430	1068.154503
431	1067.693214
432	1066.896709
433	1065.716496
434	1064.714445
435	1063.793811
436	1062.029262
437	1061.416842
438	1060.634169
439	1059.666705
440	1058.375858
441	1057.114947
442	1055.664436
443	1053.493532
444	1052.69388
445	1051.396477
446	1050.653234
447	1049.290182
448	1047.959481
449	1046.896268
450	1046.026244
451	1045.18788
452	1044.207191
453	1042.184196
454	1041.448055
455	1040.6637
456	1039.826357
457	1039.02801
458	1037.973694
459	1036.277622
460	1035.428445
461	1034.655515
462	1033.47147
463	1032.894778
464	1032.167266
465	1030.892862
466	1029.762085
467	1029.018599
468	1027.510608
469	1026.402745
470	1024.818666
471	1024.057466
472	1022.702224
473	1022.189567
474	1021.336432
475	1020.184981
476	1019.382987
477	1017.690883
478	1016.962944
479	1015.76681
480	1014.826573
481	1013.195683
482	1012.445135
483	1010.940753
484	1010.184461
485	1008.928741
486	1007.837378
487	1007.300377
488	1006.165168
489	1005.470599
490	1004.436867
491	1003.863715
492	1002.843127
493	1002.129591
494	1001.058647
495	1000.092284
496	999.1773315
497	998.3196976
498	997.4694895
499	996.2536416
500	995.172318
501	994.3746872
502	993.2906598
503	992.4249018
504	991.4157746
505	990.8740573
506	989.9180797
507	989.3894728
508	988.1010177
509	987.2559625
510	986.4972421
511	985.7630808
512	985.2277165
513	984.5083731
514	983.990647
515	983.3072101
516	982.3286814
517	981.621776
518	981.1608929
519	980.2811955
520	979.362851
521	978.6313266
522	977.7413251
523	976.8166168
524	976.1388661
525	975.1763732
526	974.3622414
527	973.537887
528	972.6833858
529	972.0615438
530	971.1595712
531	970.6466974
532	970.0216581
533	969.5677288
534	968.7721299
535	968.0937145
536	967.4803573
537	966.7384686
538	966.0043587
539	965.6486318
540	965.2207141
541	964.5992964
542	963.5657775
543	963.1702258
544	961.9075136
545	961.2607609
546	960.0123575
547	959.3761819
548	958.5235954
549	957.3111126
550	956.7466303
551	955.6689362
552	954.6029067
553	953.9023008
554	952.8618986
555	951.5504726
556	950.4487689
557	949.6682426
558	948.5219911
559	948.0258989
560	947.4653668
561	946.9685291
562	946.6036582
563	945.9327018
564	945.2534146
565	944.3456108
566	943.4874542
567	942.893878
568	942.2846928
569	941.3910207
570	940.9096629
571	940.3346797
572	939.5416705
573	939.0583827
574	938.4069345
575	937.5108431
576	937.0095775
577	936.3787883
578	935.2625537
579	934.568222
580	934.0304305
581	933.2040664
582	932.0594451
583	931.6229344
584	930.9607355
585	930.2523969
586	929.6953907
587	929.1238325
588	928.5314742
589	927.7058584
590	926.9215969
591	926.4730836
592	925.928812
593	925.4463262
594	924.9812767
595	924.4773162
596	924.0086146
597	923.6919926
598	923.1869196
599	922.3949969
600	921.8417447
601	921.349558
602	920.7508464
603	920.1384022
604	919.846544
605	919.4855097
606	918.8340438
607	918.4706636
608	918.0032397
609	917.5246562
610	916.9486332
611	916.2936096
612	915.8290751
613	915.3400372
614	914.8071108
615	914.4784538
616	913.8298904
617	913.4988206
618	913.1522196
619	912.5126701
620	911.9571028
621	911.5704935
622	910.9702416
623	910.67991
624	909.991883
625	909.595528
626	909.2737289
627	908.903818
628	908.4067934
629	907.8566742
630	907.3779801
631	906.3232349
632	905.734702
633	905.0511369
634	904.1264141
635	903.7198765
636	902.6762408
637	901.7235717
638	901.4004307
639	900.5621645
640	900.0520032
641	899.5890082
642	899.1211088
643	898.6099266
644	898.3145378
645	897.7758111
646	897.2665354
647	896.6982956
648	896.174438
649	895.2930192
650	894.7922598
651	894.3800852
652	893.9754878
653	893.1042563
654	892.3489405
655	892.0044096
656	891.2500434
657	890.6010563
658	889.768983
659	889.4205534
660	888.8297188
661	888.3976103
662	887.7217612
663	887.1131421
664	886.5941039
665	885.9640531
666	885.3936679
667	884.9925593
668	884.4194695
669	883.8498454
670	883.4241424
671	882.8390901
672	882.2631976
673	881.8572946
674	881.3484635
675	880.8926598
676	880.324256
677	879.8209984
678	879.3334193
679	878.8075584
680	878.245753
681	877.3739017
682	876.8809587
683	876.3728602
684	875.8666957
685	875.4608972
686	874.7409188
687	874.3443925
688	873.4473148
689	872.8985336
690	872.2530007
691	871.762052
692	871.3472958
693	871.0058117
694	870.1616903
695	869.8683626
696	869.4059255
697	868.8186285
698	868.3021421
699	867.9120578
700	867.2491048
701	866.8961716
702	866.1428582
703	865.4879338
704	864.8098041
705	864.1676916
706	863.5482804
707	862.9506503
708	862.3739284
709	861.9663268
710	861.3321013
711	860.7745568
712	860.2672989
713	859.7286495
714	859.2086131
715	858.8610722
716	858.2548556
717	857.7871785
718	857.2585972
719	856.6192517
720	856.3457625
721	855.8665577
722	855.2503619
723	854.758148
724	854.3136889
725	853.991071
726	853.5211669
727	853.033111
728	852.7089679
729	852.0460015
730	851.5225812
731	851.2519884
732	850.7212882
733	850.4321019
734	850.0108609
735	849.4254526
736	848.9357529
737	848.650481
738	848.1726519
739	847.8524751
740	847.2172392
741	846.6724513
742	846.3493309
743	846.0043834
744	845.5151915
745	845.0143998
746	844.5282722
747	844.0196296
748	843.6317453
749	843.0833179
750	842.6470935
751	842.3412848
752	841.9177666
753	841.5329989
754	840.8348677
755	840.4177307
756	840.021532
757	839.5662608
758	839.0936635
759	838.6506432
760	838.1149531
761	837.7508161
762	837.1552411
763	836.6944892
764	836.0938993
765	835.8466184
766	835.3315898
767	834.9931358
768	834.5951275
769	834.2478651
770	833.8902799
771	833.489341
772	833.2257462
773	832.6329114
774	832.208349
775	831.8372645
776	831.3216139
777	830.9737212
778	830.5550601
779	830.2113881
780	829.9469725
781	829.6841653
782	829.0888605
783	828.7713968
784	828.3167532
785	828.0764058
786	827.7581857
787	827.1428513
788	826.8445753
789	826.1320065
790	825.7309792
791	825.2869353
792	824.7141032
793	824.4417316
794	823.9269441
795	822.9828438
796	822.6999907
797	822.318352
798	821.8929974
799	821.4086031
800	820.9241128
801	820.7213748
802	820.3487877
803	819.8575338
804	819.5462749
805	819.1764073
806	818.7255324
807	818.4397855
808	818.0879824
809	817.7155471
810	817.3477657
811	816.9329447
812	816.3334591
813	816.0899113
814	815.6355978
815	815.4143681
816	814.9275309
817	814.4895715
818	814.19595
819	813.7914859
820	813.4072296
821	812.9451999
822	812.5019996
823	811.9604991
824	811.6408927
825	811.4218327
826	810.9601333
827	810.5142474
828	810.3213909
829	809.8405945
830	809.5823734
831	809.2888275
832	808.9781154
833	808.5372436
834	808.2010724
835	807.8888308
836	807.519271
837	807.1156187
838	806.6944805
839	806.3249114
840	806.0802141
841	805.6675884
842	805.3070722
843	805.10577
844	804.9200742
845	804.5681855
846	804.2206291
847	803.7145809
848	803.3734993
849	803.0149469
850	802.8071379
851	802.2933134
852	801.8527316
853	801.6253585
854	801.3918749
855	800.9724765
856	800.6819054
857	800.1049145
858	799.7323931
859	799.3442932
860	799.18872
861	798.7987474
862	797.9682884
863	797.4520302
864	797.1923732
865	796.6307251
866	796.3749363
867	796.0438753
868	795.7729975
869	795.6364763
870	795.2019137
871	794.9281507
872	794.5082256
873	794.1372816
874	793.619878
875	793.3427018
876	793.018252
877	792.5327129
878	792.1520109
879	791.7608774
880	791.4992324
881	791.1026169
882	790.7910327
883	790.4812377
884	790.1126101
885	789.8890129
886	789.7263447
887	789.4086734
888	789.146736
889	788.9242491
890	788.4146753
891	788.2055327
892	788.0376329
893	787.4524545
894	787.2303701
895	787.0310839
896	786.5874652
897	786.1694528
898	785.8758997
899	785.5654421
900	785.2492764
901	784.9557182
902	784.5536662
903	784.1524933
904	783.8358822
905	783.5342498
906	783.2779051
907	782.8109612
908	782.2073615
909	781.9770508
910	781.6118761
911	781.2654132
912	781.0128837
913	780.86058
914	780.5433962
915	780.0929757
916	779.9648072
917	779.5969833
918	779.2762163
919	778.6936189
920	778.4903453
921	778.1825075
922	777.6940505
923	777.2468529
924	776.9078601
925	776.6793392
926	776.3809122
927	776.0256044
928	775.7896196
929	775.6614102
930	775.381589
931	775.1191063
932	774.74043
933	774.3898396
934	774.0061418
935	773.7248024
936	773.5489286
937	773.2319621
938	772.9140735
939	772.4367138
940	772.150957
941	771.8595673
942	771.5406433
943	771.3100379
944	770.9927995
945	770.7580716
946	770.5278385
947	770.1442069
948	769.8115132
949	769.3477487
950	769.0415054
951	768.6688817
952	768.3970049
953	768.0350671
954	767.7394384
955	767.4354803
956	767.0657179
957	766.8397984
958	766.7062211
959	766.4219963
960	765.9668835
961	765.7883762
962	765.5443383
963	765.4212612
964	765.2652768
965	765.093015
966	764.7785902
967	764.5100148
968	764.1729645
969	763.9675564
970	763.6472984
971	763.3776943
972	763.0428634
973	762.7531299
974	762.4791783
975	762.2523786
976	761.9534297
977	761.5616807
978	761.4093645
979	761.1066623
980	760.8651221
981	760.608683
982	760.4866983
983	760.0676387
984	759.8450207
985	759.5785746
986	759.2979066
987	759.0902585
988	758.8956705
989	758.6201415
990	758.1959391
991	757.9002913
992	757.6055565
993	757.3001699
994	757.1161019
995	756.7065618
996	756.5122334
997	756.1537709
998	756.0117744
999	755.6450917
